id,tenure_years,nb_prod_act,pow_max,cons_12m,net_margin,has_gas_flag,days_to_contract_end,churn_probability,risk_rank,risk_decile
3a900e8752befaae89423063dce53161,3,1,57.0,75311,627.21,0,247,0.5982818280643523,256,1
c86e734960f1921fb0ccb8d8b258af9c,4,1,30.0,2687,15.71,0,288,0.5982686940424691,257,1
d8e15436b055a13446d038d5383f8d40,3,1,41.5,14072,123.54,0,239,0.5981173899646621,258,1
d06eb2cbd0d579a5d6d530faf62bc1fc,3,2,26.4,21835,202.61,1,204,0.5979912059155373,259,1
255b08f38fd6fc0d211648daa38e11e4,4,2,25.097,25612,369.38,1,174,0.597970287805606,260,1
5843e099e1d33e6a6bea2cdc6eede618,3,4,27.713,12521,124.87,1,325,0.5978025880034473,261,1
14d6c5a28594f806be39ec1d3488572d,3,1,19.8,2562,30.8,0,362,0.5977927672674139,262,1
f418a3a75a91bf7bb792ceab074d3e47,3,1,31.5,23222,301.51,0,189,0.5977575159925237,263,1
93014862d20f26ca52bee662076d59b2,3,1,20.785,75156,252.92,0,295,0.5977082641013008,264,1
d453c4ad8d83c330c98fea4aca53da0a,4,1,35.24,92781,873.64,0,102,0.5976504459907598,265,1
fc57cf42a8443934a56e07da5fb7648a,3,1,25.0,30124,374.33,0,143,0.5973587297674889,266,1
236c4d57057956e3d8ca50375e65f7f1,3,2,24.0,27162,203.98,1,144,0.5973380644703461,267,1
a6a2e3939b08b3dbe1dc124a703d3ff4,4,1,17.320999999999998,7021,72.44,0,142,0.5972509278145233,268,1
05009a8703bccdd3d870fa45fad934c7,4,1,19.8,24362,314.17,0,313,0.5971808564510998,269,1
9a0411074f84ea385f555943f27a2d81,3,1,200.0,575869,2653.59,0,2,0.5971525780940753,270,1
a7dd077b64b3ee806d3c1e79743e33a2,4,1,13.2,20765,1188.55,0,284,0.5971413325689063,271,1
7dbb6cf2c2c0ac5c284dcbe5aae8bd0f,4,1,20.0,86254,84.61,0,317,0.597123488120158,272,1
eda8d26f5c085bcd881d5881538335c0,4,2,80.0,39656,474.16,1,101,0.5970512485724864,273,1
8ba4d1d2cba67543cf90e5c6c7758375,3,3,17.320999999999998,15215,197.32,1,328,0.59701824385538,274,1
2503a3593baeec126d9454cf93e9671c,3,1,54.0,39269,440.02,0,186,0.5968124020656351,275,1
e06b1c7418193ff9f5379ec70345568e,3,1,20.785,21733,293.96,0,332,0.5967814159500443,276,1
59ce205e56046305f8edfacc708b5cfe,3,1,20.0,20834,64.74,0,274,0.5966463787743675,277,1
7e17eb8fd8a68fe1afdd3af353ccfd67,4,3,30.0,30657,367.57,1,53,0.5966284259038747,278,1
9bc436ff5366bd8f894e672d8b5958e1,4,3,27.6,18654,233.42,1,196,0.5963878486674213,279,1
701871291b7c92ba6c16e089ad297f25,4,2,30.0,19388,222.62,1,180,0.596304397741764,280,1
6b74dbe7a0115c5b11666e3bdc337537,3,1,17.320999999999998,26594,300.4,0,195,0.5962511328249495,281,1
6867eb287ff78d647692ddacbcfb08dc,3,1,31.177,32543,84.0,0,314,0.5961345422697264,282,1
fee545ad6bb727d436a5d4048eef329a,4,1,34.5,43303,310.0,0,190,0.596091493619636,283,1
e7df8cdd777727bcd044e05b498210ac,3,2,29.7,51228,559.0,1,349,0.5960372026919654,284,1
b5a442494849b6e738751358c38d6178,3,1,17.320999999999998,3984,34.81,0,298,0.5959943154985277,285,1
3cbcdc2e58fd86173c63d29b14bf06ca,3,4,19.8,19383,234.54,1,13,0.5959658558265831,286,1
c854b26113307311c6dd2319ed1f613d,3,1,17.320999999999998,1141,31.93,0,101,0.5958515713813409,287,1
fd773dc4840b7a5a2a267d3584b0d857,4,1,17.320999999999998,40588,501.54,0,67,0.5958388874983531,288,1
6ea6f5a756ba52ebe0f36b2116e80063,3,1,66.0,70364,728.29,0,297,0.5958176349604586,289,1
dba352be10dc6811da8a1667fa4aa9ed,4,1,26.4,12456,135.92,0,97,0.5957883070220032,290,1
25e5d80d534c29512c564884668ab2ce,4,2,19.0,20761,182.71,1,6,0.5957614986264125,291,1
d4940ee6ef02cd7dc293a4c2cb1a668f,3,1,75.0,30549,389.08,0,327,0.5957612944322664,292,1
9259a9c46f88332fd1c1963351ab5915,4,1,17.320999999999998,7984,111.36,0,119,0.5957371583194659,293,1
9d9040eb841551289c52e29199f7e5ca,3,1,26.4,17005,202.85,0,113,0.5956873355543794,294,1
56e37fee8a721fd9a4f8cb30bb161d52,4,1,27.713,13278,148.64,0,129,0.5955900469831932,295,1
fccdcb767463181d75ad5fee52b6bc19,3,2,23.1,406552,590.97,1,117,0.5955476501801588,296,1
229a53b9d896a5589e84ece98856b13d,3,1,27.713,31354,117.04,0,128,0.5955226992056206,297,1
5f7a0cb98646eef80e113fc7a24ec25d,3,1,29.0,50220,533.84,0,23,0.5955022742731799,298,1
2777da9b2f8846cd77ea8baff4d0dfe5,4,1,70.0,50181,551.62,0,58,0.5954849903026129,299,1
af4eaf085ede58b5916f2bc21d48d83a,3,1,34.641,34461,377.5,0,58,0.5954806443925393,300,1
87a5ea56e061afe97d05f6143d0175bc,4,2,31.5,65399,490.31,1,290,0.5954678305042473,301,1
1d1aa29b1bb3bbabac19a046afeda0d0,4,1,27.713,46143,442.85,0,196,0.5953961118012187,302,1
b6c90140d800cd15699f21d07c3341f7,3,1,17.320999999999998,8791,82.53,0,211,0.595392391094293,303,1
4971a58ef9ce84db28f6e283f8a5cbb1,3,1,67.4,77252,796.1,0,188,0.5953808431530263,304,1
7b4b0c82ef40b3fd44682f6db65b9a32,4,1,43.3,3890,40.61,0,339,0.5952591923402776,305,1
70d1907404c9e1d00298be0fe8c291dc,3,2,25.097,5878,83.26,1,83,0.5950488323969734,306,1
16fef375e953b289008b60a103d1f4cd,3,1,17.320999999999998,13174,171.37,0,192,0.5950276482079719,307,1
3b1de99b281d241241670f08509207ad,3,1,20.78,2029,24.21,0,327,0.5950172109070463,308,1
f57ca8a4c893c29f1b2f64f01611f7b5,3,3,34.641,14322,195.28,1,326,0.5949570354795678,309,1
c93b2b80cce64045f024488fa5a6c5a7,4,3,28.6,7534,113.67,1,317,0.5948515045309761,310,1
a7f529cfa9f12f1904e31bace30d39e6,4,1,17.320999999999998,15833,180.68,0,100,0.5946654094384763,311,1
ae818f3cc00ef5845416699aacc4bd7e,3,1,23.1,8310,102.52,0,325,0.5945815229973798,312,1
00b231071b41af9280d7c3e840243485,4,2,19.919,48923,611.49,1,10,0.5945379798897329,313,1
e91c06aec14cae7341de836e3c097beb,3,1,35.0,25831,328.34,0,256,0.5945317747794306,314,1
0de5c818eba69855e3d27a63c3eda101,4,1,23.1,5494,74.78,0,203,0.5944538207354357,315,1
46a750f73fa0facf97ed8c527b200840,3,2,20.0,24864,261.8,0,192,0.5944456960430906,316,1
a43b295250f53ee3276f293e8ad6d300,3,2,15.1,14053,141.41,1,0,0.5944045118098995,317,1
2b8479c04797b7a5ab5aca311e7ea43b,3,1,19.8,46747,592.76,0,263,0.5942930423977686,318,1
f7e48a744b07cf0a08c43930279c6abc,3,1,17.3,15822,81.96,0,228,0.5942150739287275,319,1
7ac4a7e5fde34b44ab8888d89930fb80,4,1,20.785,6143,73.53,0,139,0.5941822000386098,320,1
6efe5f51c8852e4286aa4d90c99719b3,3,1,19.8,19530,279.63,0,198,0.5941765961415006,321,1
fa78cefed4b49742515e889bebb0e3f5,3,1,24.249,3674,49.42,0,331,0.5940707834204778,322,1
6a2a4cca5483bbc60b758a5d576f0b32,4,1,13.32,37016,628.07,0,30,0.5940494956276019,323,1
a5d7b5266b2dd72c87d1fa285289a1dd,3,4,31.5,100348,444.54,1,84,0.5940087718451922,324,1
449c9dddabd8e26d7b5e4ebe5a1e8347,4,1,46.2,29760,323.36,0,5,0.5939786905475903,325,1
33e5a46305e282aef856ef00fee02e2c,3,2,20.0,67923,571.66,1,7,0.5939531243710424,326,1
e3452e8ca17ea8ff80df5db0074c4dd3,3,1,23.01,60109,624.03,0,66,0.5939400865132891,327,1
89c02a6b45ab866d72be6b92282509a2,4,4,34.64,57802,568.58,1,84,0.593900605173801,328,1
29e4c25276b52ede44c333720919cdec,3,3,24.249,174990,903.78,1,26,0.5938592142436325,329,1
5abcde32942f75f4bdb7fe95daf79f0e,3,1,24.249,21731,288.17,0,88,0.5937312782084703,330,1
a944e435af6500eff7c2d1bd350dbbd3,3,1,19.8,45713,422.34,0,269,0.5936871672504538,331,1
784cbea68762585a688a1d6354366d60,3,1,20.785,14626,158.68,0,88,0.5936452972485061,332,1
a33e71f826fc16a412dfe91159ec0a17,3,1,31.177,47075,512.06,0,113,0.5936255348505695,333,1
27f542d0ea11d48fb58a11f566a88248,3,3,15.935,24368,197.79,1,136,0.5936119664181614,334,1
87de9e0ce21d16c79d1339b18b4ea2f5,4,1,26.4,3675,53.21,0,292,0.5935577442691922,335,1
a2518aaab13d1af92feeb056c421d5e2,3,1,22.0,53738,509.04,0,255,0.5933749294311976,336,1
8ec346afd491ef4d2fd5280a4746ab73,3,2,31.5,53305,593.0,1,128,0.5933724541655843,337,1
098c18dca48feb1dd802687c375900d0,3,1,19.7,172869,198.13,0,58,0.5932984964071979,338,1
afec127f41c336babffc5a53c4894158,4,1,24.24,61879,532.71,0,9,0.593220597939799,339,1
ed5fe9e1e61f51cd4448a7123818a7c6,4,3,17.320999999999998,26074,290.2,1,132,0.5932020890650372,340,1
65d49118fc56c64013c6ff483e54745d,3,1,10.5,25145,21.12,0,50,0.5931639063736562,341,1
79b37c827b62ff1d769dc5c1449494fd,4,1,17.320999999999998,17039,202.99,0,118,0.5930618635102095,342,1
275f3b85fc7b88e5046db35d4ad6fc0a,3,1,19.8,44278,187.26,0,196,0.5930567461251225,343,1
dce9a62a75068129f4e0fae7cf9b07a6,4,1,17.25,849,11.78,0,97,0.5930405848593158,344,1
59470abf25e95d8334151956a6ed9bd2,4,2,31.5,52134,538.3,1,11,0.5930060936159514,345,1
f80ec449a4edf469b8b5bed554253db4,4,1,20.7,17500,215.7,0,117,0.5929915811948638,346,1
42e662be539583c4e703316d55ae5595,3,1,10.52,69998,1771.57,0,360,0.5929871869893176,347,1
a44cce5821515c9c971ef30b77a6b5a4,4,1,20.0,29042,346.93,0,351,0.5928913989884106,348,1
442f41736a44a6cda96be22cee147f75,3,2,25.0,72884,696.43,1,363,0.5928143888662766,349,1
a0aaad2067db9478b17e0df07d190ed5,3,3,20.78,27732,307.64,1,321,0.5927381121189005,350,1
024d272466d3340815a995c3465b8a8e,3,1,20.7,148082,405.46,0,275,0.5926540224872857,351,1
eccf0fdcb706ee786e6d1297d4d421c4,4,2,18.0,24432,273.59,1,4,0.5926395970739575,352,1
913bb512f7ca698b02149c9189c7c606,3,1,22.0,23654,322.93,0,109,0.5925926087317748,353,1
1357519ac2f364fb08239ce0fd13662e,4,1,22.0,25293,296.92,0,138,0.5925464659208678,354,1
9a8bf75015f6da97f3f79d22d3f92864,4,1,16.5,5991,75.61,0,294,0.5925391609782091,355,1
71e092ee15aad444a42c4528fb365734,4,1,34.6,65804,585.32,0,7,0.5925195435980731,356,1
4c021aa06dcffa9135b6a8b575d01781,3,3,32.85,47718,505.7,1,364,0.5923618068296592,357,1
313facbb2024ac763b52d9e84de11e78,4,1,27.6,9457,69.6,0,249,0.5922258957196462,358,1
98465f679c389c9449c5c83933d15a4f,4,1,34.5,51056,199.7,0,11,0.5921719320851253,359,1
233d14de9aba08df6d1514e752a4979b,3,1,30.0,19358,236.43,0,29,0.5921506607747531,360,1
a9549526c6b9351e13dd00a6b2dadd94,4,2,29.7,62674,676.39,1,81,0.59213541186032,361,1
6108443567e7dd962d334f43a3585b05,4,1,76.2,32655,363.78,0,58,0.5921033910386073,362,1
c03749f24a28eaac18bc0de7b61f2f18,3,1,43.45,90714,612.24,0,138,0.5920915631026548,363,1
a1fa515e8054100cf1076383a686875e,3,1,43.0,385548,566.59,0,9,0.5920841632229369,364,1
5896c37ea1eb0868bd3b6920d0ba32af,3,1,20.0,43993,375.87,0,48,0.591991688745352,365,1
cd25cd501b31d3858c4c8edf1805847c,3,1,17.320999999999998,10992,130.52,0,321,0.5918890547412837,366,1
4d02cf5d7088f283849d8e4c9829bed4,3,1,19.8,7300,93.35,0,53,0.5918775265065386,367,1
a318341254b21ee0d71130028a05fe13,4,1,20.785,23941,271.25,0,129,0.5918474487152322,368,1
219633b0aa1bf6912b1c3151861ca11c,4,2,16.5,9128,97.27,1,102,0.5917309554823889,369,1
0bad8ef36c2d45bb44ce69ea688b8953,4,1,20.0,5792,60.63,0,95,0.591701020575614,370,1
776c9ee16c1d6f2bea97ccc14ed46c5a,3,1,13.856,1420,207.87,0,291,0.5916586101709213,371,1
e098492661c558486e30d7cbf8cac767,4,1,45.0,71644,407.96,0,159,0.591500960128018,372,1
0a087662102804977251d08ffe1e19d5,4,1,17.320999999999998,20617,284.96,0,328,0.5914599518755677,373,1
aa8e27804d725806212ff74c55462418,3,2,15.001,31638,146.86,1,348,0.5914270231625507,374,1
e74b4771df36b690a92610c4f66fc9bb,3,2,25.0,30830,412.55,1,285,0.5913643934819027,375,1
cbd4c5479801be3aaa392b91f4751b64,3,1,50.0,12581,101.18,0,220,0.5913231543548696,376,1
c128ebee392fba276fbd22b60fef9f6d,3,1,43.25,65287,508.74,0,253,0.5912416159051396,377,1
9fa34e42bb818d54674a2b3fa1690cab,4,4,40.0,28056,256.03,1,132,0.5911944361508102,378,1
70a5b41d6ce125833142bfe3f15f66ce,4,1,16.5,132949,179.05,0,365,0.5911702335901122,379,1
26c3bc45289a5882697b2d54da39c069,3,1,20.785,20472,102.71,0,25,0.5911639100168482,380,1
be9d41423540733b482d564683d2226a,4,1,13.856,174,16.49,0,69,0.5910469861957883,381,1
9b36a3747da7615ac4bc899c7b6ea71c,4,4,19.3,0,21.31,1,5,0.5910413981485023,382,1
eb070bd07fb1ddd4d3f8bccf6fc07fc5,4,1,31.177,16517,170.17,0,297,0.5910080572151266,383,1
46a1f5c69bcb24b78cb7275db0890cff,3,1,15.001,63692,710.67,0,282,0.5909344558704742,384,1
fd1e359c5613bb74ea1e18836f2ab9a2,4,1,17.320999999999998,60781,401.93,0,81,0.5908870623653472,385,1
0fb71591cb661e48017565053016eb54,3,1,17.320999999999998,41937,517.79,0,72,0.5908799399731325,386,1
734f3158ed6831b65dd2ef7035dc918f,3,1,13.856,67065,862.71,0,136,0.5908465218746596,387,1
d1d473244f6c46bf019b0c143278e35e,4,1,19.03,5181,63.9,0,86,0.5908399749591631,388,1
dee2b5fe92cf955dd3b9380600d53426,3,1,20.0,72688,165.78,0,132,0.5908144070249,389,1
d91f06c1290f68c585f6953aeaf1801c,3,1,31.0,25524,346.49,0,121,0.5907518079121507,390,1
1176d3ee2f41d3b9050ae0f9f339e169,3,1,20.7,11033,149.14,0,52,0.5906577058352551,391,1
d5332be2d521dd5e5f0b1277661e2c4b,3,2,27.713,71575,683.99,1,283,0.5906521550252625,392,1
07a65447671b6a1df47a078bf53b0005,4,3,16.5,7967,96.2,1,342,0.5906249620915761,393,1
c781055508feb0728c63f20eedd2d352,3,1,56.0,32072,286.48,0,361,0.5905874360581943,394,1
780e553d18f912c549d71f60f6e8e95c,3,1,19.0,16551,138.43,0,165,0.5905770383456108,395,1
4464846f014b84194cda03b58dc7fc0f,4,1,16.5,5534,63.8,0,27,0.5905429099929338,396,1
6380d855472ef89a6c9f153dba880b65,3,1,26.5,7795,100.15,0,219,0.5904448733084974,397,1
81d47fd97b2de6ee431993377a8b0407,3,1,36.0,299238,458.16,0,47,0.5903972655488575,398,1
f34f52f57fc716fac8cb63ae756da3b2,4,1,16.0,6010,76.15,0,187,0.5903678462821791,399,1
286bb4484daf8871643c6c51de3d3051,4,1,20.0,7832,88.98,0,75,0.5903432640770806,400,1
f2a91aec2db8579dbf64706dcbea40b9,3,2,31.5,23327,290.77,1,355,0.5903361692523126,401,1
da32985efc8a3a6217ec13e012fd3d19,4,2,29.7,10974,140.8,1,316,0.5903161213042968,402,1
a7254ff8f2ff96cf2b209c63dc4c7809,4,1,13.85,18571,309.06,0,30,0.5903019108237286,403,1
d6922a1c989e9713ea900632815cbc07,3,1,30.0,13840,174.24,0,214,0.5902683200694779,404,1
d91d4b0ffabf81353329a54e0d80a449,4,1,17.32,13178,71.11,0,142,0.5902340143164234,405,1
3952cc0232b5966ea13302131e16e190,3,1,41.5,8209,108.91,0,23,0.5901167194133448,406,1
f88f8fda812fca9b140c53231e644a7e,4,3,31.5,91895,630.41,1,256,0.5901091142905874,407,1
3dbf835fce24e3ed6b29e54949a9b536,4,1,19.8,7120,76.59,0,342,0.5900933894479967,408,1
fb6b1c31f00a4ca850483e298481bdbb,4,1,23.0,30448,200.6,0,60,0.5899778018988817,409,1
c4e9e5b61aee88c5946bfda58b3c6277,3,1,34.0,16142,197.24,0,29,0.5899623891585677,410,1
b88c03d4573581d32ddf9a5b34c26682,3,1,19.8,39827,421.74,0,85,0.5899609905581875,411,1
ce0e7c4425706434c3db7f9122cd4bff,3,1,19.3,41544,538.5,0,248,0.5898167516104492,412,1
6930f7b6ddddaf7a68fd245905ce1ab1,3,1,17.320999999999998,30102,345.97,0,347,0.5897900343353398,413,1
808998b4d6c9bece2cb31f61192d6565,3,1,15.001,90714,31.5,0,128,0.5897333258497217,414,1
470cead68f989e30c9e555c6a52c2f6b,4,1,15.4,13605,152.44,0,130,0.5896999018684408,415,1
a3fb7f1a2d0d824970114fcb88a2fd1b,3,1,33.0,23299,251.15,0,89,0.5895430316688203,416,1
b87e6034ec7ef906628bc22a54dc3270,4,3,19.8,3780,45.66,1,305,0.589508421365203,417,1
c60418f2d939a468fb18a13902901e35,2,2,20.785,16736,145.91,1,76,0.5894504178490725,418,1
8b7d9edf4babaaecb53bb35b64a53a6e,4,1,23.1,112108,419.99,0,237,0.5893520929937672,419,1
41b56c9f8a7323508e380e5684c95e59,3,1,20.0,20834,88.4,0,274,0.5892781284238561,420,1
04a53732e16b9893814491268e0b4167,4,1,29.0,4027,54.8,0,278,0.5892380947854455,421,1
2d6a0960e8be3055175fa6c70f9de9df,4,1,35.0,92836,974.74,0,152,0.5891544984794078,422,1
9e02148acd2eb40e744be83fa71aad75,4,1,19.72,11120,136.46,0,35,0.5891328085705366,423,1
6b5ea9c4f2072115ded300a0c374382f,4,1,15.1,17040,141.79,0,328,0.589115336707475,424,1
f0efec510500f5bc3e1ac6e6d6ea291f,3,2,39.837,13919,192.23,1,299,0.5891038725038675,425,1
a2df40cab9571542d8287e5c1394574d,4,1,22.0,38888,140.99,0,344,0.5890982262740664,426,1
a0a589fa5910e40f792716e5312d115e,4,1,15.935,17131,243.91,0,322,0.5890310137605144,427,1
1b18a23a8eccfbcb1118d63006be1feb,4,1,20.78,11532,81.53,0,150,0.588992978208643,428,1
8e5d16b9863ad240b527a30479ee3588,4,1,30.0,76813,832.17,0,56,0.5889484025554584,429,1
dbd438cbcb2311a204099a211ecd45f0,4,3,20.0,26367,265.79,1,148,0.588826398153982,430,1
2bee866776aa581f5a54d82bd76d55e2,4,2,18.0,22159,171.0,1,329,0.5888054656255112,431,1
7040ad447016ea4ea47dd05f36863383,3,3,31.5,20567,142.76,1,188,0.5887216432874169,432,1
41ec902a4b928ed4ffddaae3f7dac5bd,4,2,16.5,7001,105.47,1,312,0.5887110148365368,433,1
8e490d3b4a4ecea1201f56849143531a,4,3,30.0,13976,181.7,1,320,0.5885962524736312,434,1
daa2dc30b120d4f34959509a57e2fdd9,4,4,17.320999999999998,15043,121.85,1,122,0.5885373450434255,435,1
7cf94bc7b74b45dc22f3cbbb762d3991,3,3,14.49,1248,67.96,1,64,0.58853352670813,436,1
ce38d128b480a9318418ac8797229e20,4,1,30.0,239692,463.03,0,288,0.5885215229831094,437,1
816ddf9b21a645be0945993d56cfa8ae,4,1,20.785,35870,388.55,0,361,0.588375587959974,438,1
dc944308e2946fffa727af5802c9855a,4,1,28.575,4608,59.66,0,203,0.5883517167365949,439,1
4b167f96b89683199b208c652d186115,4,1,16.435,9387,23.97,0,232,0.588330678790938,440,1
8f56b789d3f1111fe9a802435708f6b7,3,1,19.8,145362,249.61,0,264,0.5882940022495715,441,1
9ac14ed2b314a8efc379e8dffe23de95,4,1,19.8,94118,985.54,0,39,0.5882874270034643,442,1
6cf38b4bcfdf6f5b39e2b25d031d4213,3,1,13.2,1786,111.03,0,37,0.5882702220749629,443,1
9039ad939cb6073b21eac6362aab4fba,4,1,19.8,44464,578.08,0,264,0.5882620510110808,444,1
17861945a3c0fcf01ba4bc7af618d79e,4,1,17.320999999999998,12524,102.18,0,71,0.5882550713392455,445,1
00459ffab7bbdf775a4f8c4c54cd0647,4,1,34.5,49590,485.25,0,184,0.5881445432228073,446,1
c81ee2dc4086e39cfdceb07b143a6c4d,3,3,20.785,14345,189.57,1,251,0.5880216290436308,447,1
53de34c37e069f527b90c22f58e8feda,4,1,23.1,36920,477.9,0,203,0.5880195079594482,448,1
84e853119c8147abff287d0327944b73,3,1,17.320999999999998,22092,293.02,0,196,0.5879153976447681,449,1
90d33e096ae39c52ee42dc49a825a356,4,1,20.7,17558,221.97,0,111,0.5878422995708464,450,1
2fc279438878b6eb0ea8640b13a2a778,3,1,5.75,10636,145.29,0,11,0.5878111774541129,451,1
0530ca0e7ab1864fff125ea9f8e2e2e1,4,1,29.58,40194,457.54,0,10,0.5878027360464703,452,1
ca3b1f3d0959fd8fc6bb8d690ce2409e,3,1,49.3,27443,341.67,0,343,0.5877474186838706,453,1
12ebea6468d6bdcfd95bb3ce6e715392,3,1,16.5,21100,112.92,0,8,0.5876897162141734,454,1
ec426354ee952b9a2741a075d3ca6e9b,4,1,23.0,36303,444.0,0,180,0.5876637197426764,455,1
81c86670b9492b99cce86575e34b278d,4,1,20.0,6038,72.19,0,130,0.5876203797953854,456,1
543a24f3627b20a2a17041e520048993,3,1,19.72,43987,522.36,0,336,0.5876024627582398,457,1
c7696dd5c429ce4ae6fbeb03f633217b,3,1,17.320999999999998,3049,39.05,0,206,0.5876014243003295,458,1
aa34978fe50a223a6cf14990ab1e0527,4,1,35.0,27948,357.22,0,211,0.5874618255943109,459,1
cfc60aebcfbc6b45ff9f07d02a627d26,3,1,15.01,10957,217.45,0,300,0.5874527370474302,460,1
99c3165a9756f272693b3a7ed02552f6,4,1,17.3,24931,309.26,0,351,0.5874517048278947,461,1
3b93d2c0e293720584f2700e125acda6,3,2,16.0,22545,299.02,1,353,0.5874385665589079,462,1
6b0e8afa22ef8d86ac5239046a4d7075,3,1,25.0,5881,84.52,0,295,0.5874175067904693,463,1
25f1025a15eaaf72c7b6e7691a7d2b00,4,2,40.0,84898,639.71,0,47,0.5872870048586952,464,1
07eeda818f009babed0c60f98750096f,3,1,42.0,65963,698.93,0,103,0.5871885716574535,465,1
5cd74497c258f73b60efa2a7e0fd4b80,3,1,15.78,5259,68.2,0,288,0.5871792574318826,466,1
d81e53b3b0f63af7ac2db5b911d4a959,4,2,20.785,10556,147.3,1,136,0.5871442550861731,467,1
60ab96ef456737a4aff7d5f2f0f5eb24,4,1,32.87,41571,517.92,0,351,0.5871391199533705,468,1
6ad6d684cd28175852829910cfe38fe7,4,1,19.8,9849,64.22,0,340,0.5871215403711371,469,1
7e20c62ad09f035c4dd13abf09b12eb2,4,1,31.177,74649,787.92,0,129,0.5870579794054923,470,1
5ed780807931302a567d143328d317d5,3,1,27.713,11409,142.48,0,28,0.5870153224583794,471,1
86739d35151098e7f81903a7fb8098ff,3,1,47.0,31570,432.2,0,270,0.5869722226380508,472,1
695d3b73a30140daf7d7924e801249cc,4,2,31.5,64389,527.45,1,281,0.5869401178867445,473,1
3545cb0ab817b56fafbdee2b8506c3b9,3,1,19.48,44651,581.33,0,299,0.5868855625248457,474,1
fba9adc5516978b9749235cfde238ca4,3,1,26.3,14307,171.12,0,287,0.5867545200079205,475,1
be5ced0dd64b14fb2a15a636458dc6d0,3,1,31.05,239,1.72,0,29,0.5867391289151044,476,1
8240e4039363a9cdbe813785b0b002b9,3,1,31.05,14075,166.24,0,4,0.5866779119208281,477,1
d6aaab4325a4221f57ff26e12ce4436e,3,2,17.0,20068,277.36,1,86,0.5866415278846987,478,1
ec19d74d45403a6a43ce717387969bfb,3,1,34.5,74733,380.37,0,289,0.5866240161140045,479,1
0211e90883c68417f94760f25a589949,3,1,20.7,128,0.84,0,14,0.5865210510734182,480,1
31219beb1fcb29321dfd3450ee45016f,4,1,15.01,24847,309.11,0,146,0.5863989472093829,481,1
73cda88f43c99db3eda0dda892f9205b,4,1,17.25,17546,135.1,0,121,0.586329781183901,482,1
ed3434c3c1e2056d1a313e2671815e4d,3,1,17.25,21933,271.71,0,261,0.5863191815975898,483,1
02bc81ecebcc8328dba4bf07bd6b6d55,4,1,50.0,46386,562.0,0,64,0.5863117287101997,484,1
763962bf817e04d47c71f8f43ffd5fab,3,1,15.0,358,54.33,0,57,0.5861942426823904,485,1
010efa9b36d814dc78f1494cf9047377,4,1,31.17,18298,272.49,0,196,0.5861635623015162,486,1
d7f6761f61bd09e6d2f119bbf953a4fb,3,1,10.392,10645,78.76,0,58,0.5861004246667929,487,1
8ea7c67a2fa0dca2571b24d4de3a894c,4,1,20.785,6077,65.5,0,8,0.58608212079118,488,1
e3ae795162b08edd5404606a4f568622,4,1,20.0,1925,26.18,0,96,0.5860673888005626,489,1
9d7ea250388b181487a6c6ba11000c82,3,1,20.0,25511,336.0,0,86,0.5860237016806181,490,1
6e6fd2b51a1e18a355f51e242c6b078e,3,1,10.35,1218,190.98,0,333,0.5859837917139931,491,1
efc47040e018c5bc5de3ac1125a8994c,4,1,16.4,18357,236.89,0,157,0.585850832961285,492,1
3d05047c5af03c61a896781e1616414b,3,1,34.641,40414,467.08,0,282,0.5858452629820208,493,1
a53e4058171e3a587ea4612e686c2c48,3,1,19.72,43896,520.92,0,262,0.5857705311565488,494,1
ce8935b256a242c81c9bb44510847845,3,1,17.3,763,9.83,0,71,0.5857358922629896,495,1
1115a8e5e95b744060344b3ddd76f287,3,2,43.648,46283,347.47,0,349,0.5857112051650805,496,1
6d6a1d263421bfc9dff25b3e04f7d0a8,3,1,55.0,95658,988.71,0,92,0.5856846371024131,497,1
c2868f2131a44b3532898118d798fa92,4,1,20.785,4733,52.69,0,363,0.5856430030345379,498,1
f9a088a379c90a659552cd7b87578793,3,1,19.8,15254,289.71,0,306,0.5856402265181958,499,1
81615c1cac6dbc874118dcdc8c69d1a8,3,1,18.0,8070,30.85,0,209,0.585608881666113,500,1
3a209a9cdfd0d748c479cdf0700bd022,3,1,16.5,24522,332.25,0,355,0.5855788962936773,501,1
29ce64b1c11f5f2205a932c21570dd68,4,1,63.0,66750,590.88,0,67,0.5855593766041434,502,1
1a52509a906f7d78a7bdfb097aeb8244,3,1,19.8,22588,289.16,0,255,0.5855582907641605,503,1
e43fe37af004281cf9348870ff13ef58,4,2,27.71,5947,72.28,0,9,0.5855279777184043,504,1
f2c6ef2fa0b1a52d02872832279081c0,3,1,13.2,11354,156.32,0,339,0.5855276753804933,505,1
072babae4d54c612f5042419cd56ec27,3,1,15.001,12059,154.4,0,2,0.5854879974467584,506,1
7fcf3400fa95e623111bcf050a68be2a,4,1,19.2,19897,73.29,0,188,0.5854662636784307,507,1
7479f6987f16fccc70321e56a76c84c8,4,1,26.3,5815,65.61,0,22,0.585305188330668,508,1
895c327554c85db7162af80255a0af25,3,1,17.320999999999998,12963,183.44,0,291,0.5852158546008841,509,1
e80672950f989e6d0a29a6a1e83c9fd2,4,1,31.5,51698,486.46,0,23,0.5851887597000223,510,1
5879658d7ce1742f3c5ace9371de89d6,3,1,30.0,21332,294.16,0,300,0.5851596898225622,511,1
47f4a5810a1333f463ad7b5ecd43be5e,4,1,17.5,13754,131.3,0,108,0.5851433522510725,512,1
